match_id,date,map,map_number,team_A,team_B,winner,team_A_rank,team_B_rank,rank_diff,abs_rank_diff,picked_by_is_A,is_decider,map_winrate_A,map_winrate_B,recent_form_A,recent_form_B,winner_is_A,split_row,split_match
88401,2025-05-06,Mirage,4,ENCE,Sangal,Sangal,29,76,-47,47,1,0,0.5,0.5,0.3,0.5,0,val,train
87750,2025-05-06,Ancient,3,Nemiga,RUSH B,RUSH B,41,51,-10,10,0,0,0.5,0.5,0.5,0.0,0,test,test
87750,2025-05-06,Train,4,Nemiga,RUSH B,Nemiga,41,51,-10,10,1,0,1.0,0.0,0.4,0.3333333333333333,1,train,test
87750,2025-05-06,Mirage,7,Nemiga,RUSH B,RUSH B,41,51,-10,10,0,1,0.4,0.5,0.5,0.25,0,val,test
88143,2025-05-06,Inferno,4,ECLOT,Sangal,ECLOT,51,76,-25,25,1,0,0.0,0.5,0.25,0.6,1,train,train
87964,2025-05-06,Mirage,3,Astrum,OG,Astrum,51,30,21,21,1,0,1.0,1.0,1.0,0.7,1,train,train
88143,2025-05-06,Nuke,3,ECLOT,Sangal,ECLOT,51,76,-25,25,0,0,0.0,0.5,0.3333333333333333,0.5,1,train,train
88207,2025-05-07,Mirage,3,ECSTATIC,Fire Flux,ECSTATIC,31,51,-20,20,0,0,0.5,0.5,0.7,0.5,1,val,test
88207,2025-05-07,Train,4,ECSTATIC,Fire Flux,Fire Flux,31,51,-20,20,1,0,1.0,0.5,0.7,0.0,0,val,test
87966,2025-05-07,Mirage,3,ECSTATIC,ENCE,ECSTATIC,31,29,2,2,0,0,1.0,0.3333333333333333,0.7,0.3,1,train,val
88426,2025-05-07,Inferno,4,FAVBET,Sangal,FAVBET,51,76,-25,25,1,0,0.5,0.0,0.5,0.42857142857142855,1,train,train
88426,2025-05-07,Anubis,3,FAVBET,Sangal,FAVBET,51,76,-25,25,0,0,0.5,0.5,1.0,0.375,1,train,train
88207,2025-05-07,Ancient,7,ECSTATIC,Fire Flux,ECSTATIC,31,51,-20,20,0,1,0.5,0.5,0.8,0.5,1,train,test
87968,2025-05-07,Inferno,3,ECSTATIC,NAVI Junior,ECSTATIC,31,51,-20,20,1,0,0.5,0.5,0.8,1.0,1,val,train
87968,2025-05-07,Ancient,4,ECSTATIC,NAVI Junior,NAVI Junior,31,51,-20,20,0,0,1.0,0.5,0.8,0.5,0,train,train
87968,2025-05-07,Dust2,7,ECSTATIC,NAVI Junior,NAVI Junior,31,51,-20,20,0,1,0.6666666666666666,0.5,0.7,0.6666666666666666,0,val,train
87966,2025-05-07,Train,4,ECSTATIC,ENCE,ECSTATIC,31,29,2,2,1,0,0.8571428571428571,0.0,0.6,0.3,1,train,val
87755,2025-05-07,Train,4,Betera,B8,Betera,51,23,28,28,1,0,0.5,0.0,0.5,0.5,1,train,val
87755,2025-05-07,Dust2,7,Betera,B8,B8,51,23,28,28,0,1,0.5,0.42857142857142855,1.0,0.5,0,train,val
87800,2025-05-07,Anubis,7,RED Canids,GameHunters,GameHunters,75,51,24,24,0,1,0.0,0.5,0.0,0.5,0,train,train
87800,2025-05-07,Mirage,4,RED Canids,GameHunters,RED Canids,75,51,24,24,1,0,0.0,0.5,0.0,1.0,1,train,train
87800,2025-05-07,Dust2,3,RED Canids,GameHunters,GameHunters,75,51,24,24,0,0,0.5,0.5,0.2,0.5,0,val,train
87755,2025-05-07,Mirage,3,Betera,B8,B8,51,23,28,28,0,0,0.5,0.7272727272727273,0.5,0.6,0,train,val
88172,2025-05-08,Dust2,4,JiJieHao,Lynn Vision,JiJieHao,51,13,38,38,1,0,0.5,1.0,0.0,0.7,1,train,test
88172,2025-05-08,Nuke,3,JiJieHao,Lynn Vision,JiJieHao,51,13,38,38,0,0,0.5,1.0,0.2,0.7,1,train,test
87785,2025-05-08,Anubis,4,Vagrants,Legacy,Legacy,51,19,32,32,1,0,0.5,0.3333333333333333,0.5,0.3,0,train,train
87785,2025-05-08,Inferno,3,Vagrants,Legacy,Vagrants,51,19,32,32,0,0,0.5,0.5,0.0,0.4,1,val,train
88208,2025-05-08,Nuke,3,SINNERS,Zero Tenacity,Zero Tenacity,74,59,15,15,0,0,0.5,0.5,0.5,0.0,0,train,train
87887,2025-05-08,Dust2,4,fnatic,ECLOT,fnatic,21,51,-30,30,1,0,1.0,0.5,0.5,0.4,1,test,train
87887,2025-05-08,Inferno,3,fnatic,ECLOT,fnatic,21,51,-30,30,0,0,1.0,0.3333333333333333,0.5714285714285714,0.4,1,test,train
88498,2025-05-08,Mirage,7,JANO,Sashi,Sashi,51,52,-1,1,0,1,0.5,0.5,0.5,0.0,0,test,train
88498,2025-05-08,Train,4,JANO,Sashi,Sashi,51,52,-1,1,1,0,0.5,0.0,0.0,0.2,0,train,train
88498,2025-05-08,Nuke,3,JANO,Sashi,JANO,51,52,-1,1,0,0,0.5,0.0,0.0,0.3333333333333333,1,val,train
88208,2025-05-08,Mirage,4,SINNERS,Zero Tenacity,Zero Tenacity,74,59,15,15,1,0,0.5,0.0,0.0,0.3333333333333333,0,train,train
88214,2025-05-09,Nuke,7,ECSTATIC,Monte,ECSTATIC,31,44,-13,13,0,1,0.7777777777777778,0.5,0.7,0.0,1,train,train
88214,2025-05-09,Train,4,ECSTATIC,Monte,ECSTATIC,31,44,-13,13,1,0,0.875,0.0,0.7,0.0,1,test,train
88214,2025-05-09,Dust2,3,ECSTATIC,Monte,Monte,31,44,-13,13,0,0,0.5714285714285714,0.0,0.7,0.0,0,train,train
88178,2025-05-09,Inferno,3,FlyQuest,TYLOO,TYLOO,51,9,42,42,0,0,0.3333333333333333,1.0,0.3,0.5,0,val,train
88178,2025-05-09,Ancient,4,FlyQuest,TYLOO,FlyQuest,51,9,42,42,1,0,0.0,0.0,0.3,0.5,1,train,train
88178,2025-05-09,Mirage,7,FlyQuest,TYLOO,TYLOO,51,9,42,42,0,1,0.5,1.0,0.3,0.5,0,val,train
87803,2025-05-09,Nuke,3,Solid,Fluxo,Fluxo,51,46,5,5,0,0,0.0,0.5,0.0,0.6666666666666666,0,train,test
87804,2025-05-09,Ancient,3,Bounty Hunters,Sharks,Sharks,51,63,-12,12,1,0,0.5,0.5,0.0,0.4,0,train,train
87804,2025-05-09,Nuke,4,Bounty Hunters,Sharks,Bounty Hunters,51,63,-12,12,0,0,0.5,0.5,0.0,0.4,1,train,train
88179,2025-05-09,Mirage,3,NomadS,Rare Atom,Rare Atom,51,36,15,15,1,0,0.5,0.5,0.5,0.2,0,train,train
88179,2025-05-09,Ancient,4,NomadS,Rare Atom,Rare Atom,51,36,15,15,0,0,0.5,0.25,0.0,0.3,0,train,train
88433,2025-05-09,Nuke,4,RUBY,Sangal,RUBY,51,76,-25,25,1,0,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,1,train,train
88433,2025-05-09,Train,3,RUBY,Sangal,Sangal,51,76,-25,25,0,0,0.5,0.0,0.75,0.3,0,train,train
87803,2025-05-09,Dust2,4,Solid,Fluxo,Fluxo,51,46,5,5,1,0,0.5,0.6666666666666666,0.0,0.7142857142857143,0,test,test
86748,2025-05-10,Nuke,3,BetBoom,ECSTATIC,BetBoom,20,31,-11,11,0,0,0.8,0.8,0.4,0.6,1,test,val
88346,2025-05-10,Mirage,3,paiN,HOTU,paiN,17,51,-34,34,0,0,0.5,0.5,0.1,0.5,1,train,val
88346,2025-05-10,Nuke,4,paiN,HOTU,paiN,17,51,-34,34,1,0,0.3333333333333333,0.5,0.2,0.0,1,train,val
88216,2025-05-10,Inferno,4,SINNERS,FAVBET,FAVBET,74,51,23,23,0,0,0.5,1.0,0.0,1.0,0,val,train
87790,2025-05-10,Ancient,4,Legacy,BLUEJAYS,Legacy,19,51,-32,32,0,0,0.0,0.0,0.4,0.3333333333333333,1,train,val
88340,2025-05-10,Ancient,4,Astralis,ODDIK,ODDIK,11,51,-40,40,1,0,0.5,0.5,0.5,0.3333333333333333,0,train,train
88340,2025-05-10,Dust2,3,Astralis,ODDIK,Astralis,11,51,-40,40,0,0,0.0,0.5,0.4,0.5,1,train,train
88343,2025-05-10,Train,3,Virtus.pro,Ninjas in Pyjamas,Ninjas in Pyjamas,18,24,-6,6,0,0,1.0,1.0,0.3,0.8333333333333334,0,val,train
88216,2025-05-10,Train,3,SINNERS,FAVBET,FAVBET,74,51,23,23,1,0,0.5,0.5,0.0,1.0,0,train,train
88343,2025-05-10,Ancient,7,Virtus.pro,Ninjas in Pyjamas,Ninjas in Pyjamas,18,24,-6,6,0,1,0.0,1.0,0.3,0.8571428571428571,0,train,train
86748,2025-05-10,Dust2,4,BetBoom,ECSTATIC,ECSTATIC,20,31,-11,11,1,0,0.75,0.5,0.4,0.6,0,train,val
87762,2025-05-10,Inferno,4,SINNERS,PARIVISION,PARIVISION,74,35,39,39,1,0,0.0,0.5,0.0,0.2,0,train,train
87762,2025-05-10,Ancient,3,SINNERS,PARIVISION,PARIVISION,74,35,39,39,0,0,0.5,0.0,0.0,0.3333333333333333,0,test,train
88341,2025-05-10,Inferno,7,The MongolZ,FURIA,The MongolZ,3,10,-7,7,0,1,0.5,0.0,0.4,0.3333333333333333,1,val,test
88341,2025-05-10,Anubis,4,The MongolZ,FURIA,FURIA,3,10,-7,7,0,0,0.0,0.0,0.5,0.3,0,train,test
88341,2025-05-10,Mirage,3,The MongolZ,FURIA,The MongolZ,3,10,-7,7,1,0,0.5,0.5,0.4,0.3,1,test,test
87790,2025-05-10,Mirage,3,Legacy,BLUEJAYS,Legacy,19,51,-32,32,1,0,0.3333333333333333,0.5,0.4,0.25,1,train,val
88343,2025-05-10,Dust2,4,Virtus.pro,Ninjas in Pyjamas,Virtus.pro,18,24,-6,6,1,0,0.5,0.0,0.2,0.875,1,train,train
86748,2025-05-10,Train,7,BetBoom,ECSTATIC,ECSTATIC,20,31,-11,11,0,1,0.75,0.8888888888888888,0.3,0.6,0,train,val
88180,2025-05-10,Dust2,3,FlyQuest,Rare Atom,FlyQuest,51,36,15,15,1,0,1.0,0.0,0.2,0.3,1,train,test
88340,2025-05-10,Inferno,7,Astralis,ODDIK,Astralis,11,51,-40,40,0,1,0.5,0.0,0.4,0.4,1,val,train
88339,2025-05-10,Dust2,7,Aurora,BIG,BIG,6,45,-39,39,0,1,0.5,0.25,0.6,0.6,0,val,train
88174,2025-05-10,Dust2,4,Lynn Vision,The Huns,Lynn Vision,13,51,-38,38,1,0,0.6666666666666666,1.0,0.6,0.4,1,train,train
88174,2025-05-10,Nuke,3,Lynn Vision,The Huns,Lynn Vision,13,51,-38,38,0,0,0.6666666666666666,0.5,0.6,0.3333333333333333,1,train,train
88339,2025-05-10,Mirage,3,Aurora,BIG,Aurora,6,45,-39,39,0,0,0.625,0.8,0.5,0.7,1,test,train
87777,2025-05-10,Nuke,4,Metizport,Alliance,Metizport,78,51,27,27,1,0,0.42857142857142855,0.5,0.5,0.5,1,train,train
87777,2025-05-10,Ancient,7,Metizport,Alliance,Alliance,78,51,27,27,0,1,0.5714285714285714,0.5,0.5,0.0,0,train,train
88339,2025-05-10,Inferno,4,Aurora,BIG,BIG,6,45,-39,39,1,0,0.25,0.4,0.5,0.7,0,train,train
87777,2025-05-10,Inferno,3,Metizport,Alliance,Alliance,78,51,27,27,0,0,0.75,0.5,0.4,0.5,0,test,train
88180,2025-05-10,Ancient,4,FlyQuest,Rare Atom,Rare Atom,51,36,15,15,0,0,0.5,0.4,0.3,0.3,0,train,test
88180,2025-05-10,Inferno,7,FlyQuest,Rare Atom,FlyQuest,51,36,15,15,0,1,0.25,0.6666666666666666,0.3,0.4,1,test,test
88349,2025-05-11,Nuke,7,GamerLegion,FURIA,FURIA,16,10,6,6,0,1,0.4,0.0,0.5,0.2,0,train,train
88354,2025-05-11,Nuke,7,G2,ODDIK,ODDIK,15,51,-36,36,0,1,0.0,0.0,0.6,0.3333333333333333,0,val,train
88354,2025-05-11,Dust2,4,G2,ODDIK,G2,15,51,-36,36,1,0,1.0,0.0,0.6,0.42857142857142855,1,test,train
87791,2025-05-11,Nuke,7,Nouns,Legacy,Nouns,51,19,32,32,0,1,0.5,1.0,0.5,0.5,1,train,test
88354,2025-05-11,Anubis,3,G2,ODDIK,ODDIK,15,51,-36,36,0,0,0.5,1.0,0.6,0.375,0,train,train
88350,2025-05-11,Nuke,3,Astralis,paiN,Astralis,11,17,-6,6,0,0,0.0,0.5,0.4,0.3,1,train,test
87763,2025-05-11,Dust2,3,B8,PARIVISION,PARIVISION,23,35,-12,12,0,0,0.5,1.0,0.7,0.42857142857142855,0,test,train
87763,2025-05-11,Mirage,4,B8,PARIVISION,PARIVISION,23,35,-12,12,1,0,0.75,0.0,0.6,0.5,0,train,train
87791,2025-05-11,Dust2,4,Nouns,Legacy,Nouns,51,19,32,32,1,0,0.5,0.0,1.0,0.5,1,test,test
87763,2025-05-11,Ancient,5,B8,PARIVISION,B8,23,35,-12,12,0,0,0.8333333333333334,0.3333333333333333,0.5,0.5555555555555556,1,val,train
88657,2025-05-11,Mirage,3,CYBERSHOKE,Sashi,Sashi,51,52,-1,1,1,0,1.0,1.0,0.4,0.2857142857142857,0,train,train
88657,2025-05-11,Nuke,4,CYBERSHOKE,Sashi,Sashi,51,52,-1,1,0,0,0.0,0.0,0.3333333333333333,0.375,0,train,train
88657,2025-05-11,Ancient,7,CYBERSHOKE,Sashi,Sashi,51,52,-1,1,0,1,0.5,0.5,0.2857142857142857,0.4444444444444444,0,train,train
87791,2025-05-11,Mirage,3,Nouns,Legacy,Nouns,51,19,32,32,0,0,0.5,0.5,1.0,0.5,1,test,test
87763,2025-05-11,Inferno,6,B8,PARIVISION,B8,23,35,-12,12,1,0,0.5,1.0,0.6,0.5,1,train,train
88349,2025-05-11,Anubis,3,GamerLegion,FURIA,FURIA,16,10,6,6,0,0,0.5,0.5,0.4,0.3,0,train,train
88347,2025-05-11,Mirage,3,The MongolZ,MIBR,The MongolZ,3,28,-25,25,1,0,0.6,0.0,0.4,0.375,1,train,val
88349,2025-05-11,Mirage,4,GamerLegion,FURIA,GamerLegion,16,10,6,6,1,0,0.5,0.3333333333333333,0.4,0.4,1,train,train
88347,2025-05-11,Anubis,4,The MongolZ,MIBR,The MongolZ,3,28,-25,25,0,0,0.0,0.6666666666666666,0.5,0.3333333333333333,1,train,val
88348,2025-05-11,Mirage,4,Virtus.pro,M80,Virtus.pro,18,37,-19,19,1,0,0.4,0.5,0.2,0.5,1,test,train
88351,2025-05-11,Nuke,7,Aurora,HOTU,Aurora,6,51,-45,45,0,1,0.6666666666666666,0.0,0.5,0.0,1,test,train
88348,2025-05-11,Inferno,7,Virtus.pro,M80,Virtus.pro,18,37,-19,19,0,1,0.0,0.5,0.3,0.0,1,train,train
88181,2025-05-11,Inferno,3,TYLOO,FlyQuest,TYLOO,9,51,-42,42,1,0,1.0,0.4,0.5,0.3,1,val,train
88353,2025-05-11,Train,3,Spirit,Ninjas in Pyjamas,Spirit,1,24,-23,23,0,0,0.5,1.0,0.5,0.7777777777777778,1,train,test
88348,2025-05-11,Ancient,3,Virtus.pro,M80,M80,18,37,-19,19,0,0,0.0,0.5,0.4,0.0,0,train,train
88175,2025-05-11,Nuke,3,JiJieHao,Lynn Vision,Lynn Vision,51,13,38,38,0,0,1.0,0.75,0.3333333333333333,0.7,0,test,train
87806,2025-05-11,Mirage,3,Fluxo,Solid,Fluxo,46,51,-5,5,0,0,0.5,0.0,0.75,0.0,1,test,train
88175,2025-05-11,Dust2,4,JiJieHao,Lynn Vision,Lynn Vision,51,13,38,38,1,0,1.0,0.75,0.2857142857142857,0.7,0,train,train
86750,2025-05-11,Dust2,3,ECSTATIC,ENCE,ECSTATIC,31,29,2,2,0,0,0.5555555555555556,0.5,0.6,0.2,1,val,test
86750,2025-05-11,Train,4,ECSTATIC,ENCE,ENCE,31,29,2,2,1,0,0.9,0.0,0.6,0.2,0,train,test
88353,2025-05-11,Dust2,4,Spirit,Ninjas in Pyjamas,Spirit,1,24,-23,23,1,0,0.6666666666666666,0.0,0.6,0.7,1,train,test
88181,2025-05-11,Ancient,4,TYLOO,FlyQuest,TYLOO,9,51,-42,42,0,0,0.0,0.3333333333333333,0.5,0.3,1,val,train
86750,2025-05-11,Nuke,7,ECSTATIC,ENCE,ECSTATIC,31,29,2,2,0,1,0.7272727272727273,0.0,0.6,0.3,1,train,test
87806,2025-05-11,Ancient,4,Fluxo,Solid,Fluxo,46,51,-5,5,1,0,1.0,0.5,0.7777777777777778,0.0,1,train,train
88351,2025-05-11,Mirage,3,Aurora,HOTU,Aurora,6,51,-45,45,0,0,0.6666666666666666,0.0,0.5,0.0,1,train,train
88350,2025-05-11,Inferno,4,Astralis,paiN,Astralis,11,17,-6,6,1,0,0.6,0.4,0.5,0.3,1,train,test
88351,2025-05-11,Anubis,4,Aurora,HOTU,HOTU,6,51,-45,45,1,0,0.8333333333333334,0.5,0.6,0.0,0,val,train
88357,2025-05-12,Anubis,3,Ninjas in Pyjamas,Aurora,Aurora,24,6,18,18,0,0,1.0,0.7142857142857143,0.7,0.5,0,train,train
88357,2025-05-12,Train,4,Ninjas in Pyjamas,Aurora,Ninjas in Pyjamas,24,6,18,18,1,0,0.6666666666666666,0.6666666666666666,0.6,0.5,1,test,train
88357,2025-05-12,Inferno,7,Ninjas in Pyjamas,Aurora,Aurora,24,6,18,18,0,1,0.5,0.2,0.6,0.5,0,test,train
88361,2025-05-12,Ancient,4,Astralis,Spirit,Spirit,11,1,10,10,1,0,0.42857142857142855,0.0,0.5,0.6,0,val,train
88793,2025-05-12,Nuke,3,500,Sangal,Sangal,51,76,-25,25,0,0,0.0,0.25,0.1111111111111111,0.4,0,train,train
88361,2025-05-12,Dust2,3,Astralis,Spirit,Spirit,11,1,10,10,0,0,0.25,0.75,0.5,0.6,0,train,train
88355,2025-05-12,Ancient,4,BIG,Virtus.pro,Virtus.pro,45,18,27,27,1,0,0.25,0.0,0.7,0.4,0,train,test
88356,2025-05-12,Anubis,4,FURIA,MIBR,MIBR,10,28,-18,18,1,0,0.6666666666666666,0.5,0.3,0.3,0,train,val
88356,2025-05-12,Train,3,FURIA,MIBR,FURIA,10,28,-18,18,0,0,0.0,0.5,0.3,0.3,1,train,val
88358,2025-05-12,Anubis,3,paiN,ODDIK,ODDIK,17,51,-34,34,0,0,0.0,1.0,0.3,0.4444444444444444,0,val,val
88793,2025-05-12,Inferno,4,500,Sangal,500,51,76,-25,25,1,0,0.5,0.0,0.1,0.5,1,val,train
88362,2025-05-12,Dust2,3,M80,G2,G2,37,15,22,22,0,0,0.5,1.0,0.3333333333333333,0.5,0,train,train
88362,2025-05-12,Ancient,4,M80,G2,M80,37,15,22,22,1,0,1.0,0.6666666666666666,0.25,0.5,1,train,train
88362,2025-05-12,Inferno,7,M80,G2,G2,37,15,22,22,0,1,0.0,0.5,0.4,0.4,0,train,train
88793,2025-05-12,Anubis,7,500,Sangal,500,51,76,-25,25,0,1,0.0,0.0,0.2,0.4,1,train,train
88355,2025-05-12,Dust2,3,BIG,Virtus.pro,Virtus.pro,45,18,27,27,0,0,0.4,0.5714285714285714,0.7,0.5,0,train,test
88356,2025-05-12,Inferno,7,FURIA,MIBR,FURIA,10,28,-18,18,0,1,0.0,0.5,0.4,0.3,1,train,val
88358,2025-05-12,Nuke,4,paiN,ODDIK,ODDIK,17,51,-34,34,1,0,0.4,0.5,0.3,0.5,0,test,val
88852,2025-05-13,Mirage,3,SINNERS,Sangal,SINNERS,74,76,-2,2,0,0,0.0,1.0,0.0,0.3,1,train,train
88852,2025-05-13,Inferno,4,SINNERS,Sangal,SINNERS,74,76,-2,2,1,0,0.0,0.0,0.14285714285714285,0.2,1,train,train
88797,2025-05-13,Mirage,4,Passion UA,Sashi,Passion UA,32,52,-20,20,1,0,0.5,1.0,0.0,0.5,1,test,train
88228,2025-05-13,Anubis,3,Astrum,ECSTATIC,Astrum,51,31,20,20,1,0,0.5,0.5,1.0,0.7,1,train,train
88363,2025-05-13,Ancient,3,Ninjas in Pyjamas,HOTU,Ninjas in Pyjamas,24,51,-27,27,0,0,1.0,0.5,0.5,0.2,1,train,train
88366,2025-05-13,Mirage,4,BIG,G2,G2,45,15,30,30,1,0,0.6666666666666666,0.6666666666666666,0.6,0.4,0,train,val
88366,2025-05-13,Dust2,3,BIG,G2,G2,45,15,30,30,0,0,0.3333333333333333,1.0,0.5,0.4,0,train,val
88368,2025-05-13,Inferno,4,Natus Vincere,Aurora,Natus Vincere,7,6,1,1,0,0,1.0,0.3333333333333333,0.5,0.6,1,train,train
88228,2025-05-13,Inferno,4,Astrum,ECSTATIC,ECSTATIC,51,31,20,20,0,0,0.5,0.6,1.0,0.6,0,train,train
88228,2025-05-13,Nuke,7,Astrum,ECSTATIC,ECSTATIC,51,31,20,20,0,1,0.5,0.75,0.8333333333333334,0.6,0,test,train
88363,2025-05-13,Nuke,4,Ninjas in Pyjamas,HOTU,Ninjas in Pyjamas,24,51,-27,27,1,0,1.0,0.0,0.5,0.16666666666666666,1,train,train
88367,2025-05-13,Train,3,MIBR,paiN,MIBR,28,17,11,11,1,0,0.0,0.0,0.3,0.3,1,train,test
88367,2025-05-13,Mirage,4,MIBR,paiN,MIBR,28,17,11,11,0,0,0.0,1.0,0.4,0.2,1,train,test
88797,2025-05-13,Inferno,3,Passion UA,Sashi,Sashi,32,52,-20,20,0,0,0.5,0.5,0.25,0.5,0,train,train
88797,2025-05-13,Anubis,7,Passion UA,Sashi,Passion UA,32,52,-20,20,0,1,0.5,0.0,0.2,0.6,1,train,train
88848,2025-05-13,Mirage,3,Sashi,CYBERSHOKE,CYBERSHOKE,52,51,1,1,0,0,0.6666666666666666,0.5,0.6,0.25,0,train,val
88848,2025-05-13,Nuke,4,Sashi,CYBERSHOKE,Sashi,52,51,1,1,1,0,0.3333333333333333,0.0,0.6,0.3333333333333333,1,test,val
88848,2025-05-13,Ancient,7,Sashi,CYBERSHOKE,CYBERSHOKE,52,51,1,1,0,1,1.0,0.0,0.6,0.3,0,train,val
88368,2025-05-13,Train,3,Natus Vincere,Aurora,Natus Vincere,7,6,1,1,1,0,0.5,0.5,0.5,0.5,1,val,train
88801,2025-05-14,Mirage,4,AMKAL,Sangal,AMKAL,51,76,-25,25,0,0,0.5,0.5,0.5,0.2,1,train,train
88370,2025-05-14,Dust2,3,ODDIK,Aurora,Aurora,51,6,45,45,0,0,0.0,0.3333333333333333,0.6,0.5,0,train,train
88988,2025-05-14,Nuke,3,Sangal,TNL,TNL,76,51,25,25,0,0,0.4,1.0,0.2,1.0,0,train,train
88988,2025-05-14,Anubis,4,Sangal,TNL,TNL,76,51,25,25,1,0,0.0,0.5,0.2,1.0,0,train,train
88801,2025-05-14,Inferno,3,AMKAL,Sangal,AMKAL,51,76,-25,25,1,0,0.5,0.0,1.0,0.2,1,train,train
88370,2025-05-14,Anubis,4,ODDIK,Aurora,Aurora,51,6,45,45,1,0,1.0,0.75,0.6,0.5,0,test,train
88630,2025-05-14,Nuke,3,Getting Info,Legacy,Legacy,51,19,32,32,1,0,0.5,0.6666666666666666,0.5,0.5,0,train,val
88369,2025-05-14,Dust2,3,Ninjas in Pyjamas,G2,Ninjas in Pyjamas,24,15,9,9,0,0,0.0,1.0,0.5,0.5,1,val,train
88371,2025-05-14,Mirage,3,MIBR,Virtus.pro,MIBR,28,18,10,10,0,0,0.3333333333333333,0.5,0.4,0.5,1,train,train
88371,2025-05-14,Anubis,4,MIBR,Virtus.pro,Virtus.pro,28,18,10,10,1,0,0.6,1.0,0.4,0.5,0,train,train
88371,2025-05-14,Ancient,7,MIBR,Virtus.pro,MIBR,28,18,10,10,0,1,0.0,0.16666666666666666,0.4,0.6,1,train,train
88799,2025-05-14,Ancient,3,ECLOT,Sashi,Sashi,51,52,-1,1,1,0,1.0,0.5,0.4,0.5,0,test,test
88799,2025-05-14,Inferno,4,ECLOT,Sashi,ECLOT,51,52,-1,1,0,0,0.25,1.0,0.3,0.6,1,train,test
88799,2025-05-14,Mirage,7,ECLOT,Sashi,Sashi,51,52,-1,1,0,1,0.0,0.5,0.4,0.5,0,train,test
88630,2025-05-14,Anubis,4,Getting Info,Legacy,Legacy,51,19,32,32,0,0,0.5,0.5,0.0,0.5,0,train,val
88369,2025-05-14,Nuke,4,Ninjas in Pyjamas,G2,Ninjas in Pyjamas,24,15,9,9,1,0,1.0,0.0,0.5,0.5,1,train,train
88503,2025-05-15,Mirage,3,Partizan,GUN5,GUN5,51,88,-37,37,1,0,0.0,0.5,0.3,0.5,0,train,train
88239,2025-05-15,Nuke,3,OG,Astrum,OG,30,51,-21,21,1,0,1.0,0.0,0.6,0.7142857142857143,1,train,train
88236,2025-05-15,Ancient,7,BetBoom,ECSTATIC,ECSTATIC,20,31,-11,11,0,1,0.5,0.5,0.3,0.6,0,train,val
88236,2025-05-15,Nuke,3,BetBoom,ECSTATIC,BetBoom,20,31,-11,11,0,0,0.8333333333333334,0.7692307692307693,0.3,0.7,1,train,val
88240,2025-05-15,Dust2,3,fnatic,9INE,fnatic,21,51,-30,30,1,0,1.0,0.5,0.625,0.0,1,train,train
88240,2025-05-15,Train,4,fnatic,9INE,9INE,21,51,-30,30,0,0,0.5,0.0,0.6666666666666666,0.0,0,train,train
88240,2025-05-15,Ancient,7,fnatic,9INE,9INE,21,51,-30,30,0,1,0.0,0.5,0.6,0.25,0,train,train
88239,2025-05-15,Inferno,7,OG,Astrum,OG,30,51,-21,21,0,1,1.0,0.0,0.7,0.625,1,train,train
88236,2025-05-15,Mirage,4,BetBoom,ECSTATIC,ECSTATIC,20,31,-11,11,1,0,0.3333333333333333,1.0,0.4,0.7,0,test,val
88239,2025-05-15,Mirage,4,OG,Astrum,Astrum,30,51,-21,21,0,0,0.75,1.0,0.7,0.5555555555555556,0,train,train
88503,2025-05-15,Ancient,4,Partizan,GUN5,GUN5,51,88,-37,37,0,0,0.0,0.5,0.3,0.6,0,train,train
88632,2025-05-15,Nuke,4,Wildcard,anything else,Wildcard,61,51,10,10,1,0,1.0,0.5,0.4,0.5,1,test,train
88235,2025-05-15,Dust2,3,Nemiga,Monte,Nemiga,41,44,-3,3,1,0,0.6666666666666666,0.5,0.5,0.14285714285714285,1,train,train
88235,2025-05-15,Mirage,4,Nemiga,Monte,Monte,41,44,-3,3,0,0,0.3333333333333333,0.0,0.5,0.125,0,train,train
88235,2025-05-15,Anubis,7,Nemiga,Monte,Nemiga,41,44,-3,3,0,1,1.0,0.5,0.4,0.2222222222222222,1,train,train
88504,2025-05-15,Mirage,3,ECLOT,Sashi,ECLOT,51,52,-1,1,0,0,0.0,0.6,0.3,0.5,1,train,test
88669,2025-05-15,Train,4,SINNERS,RUSH B,RUSH B,74,51,23,23,1,0,0.0,0.0,0.25,0.4,0,train,test
88632,2025-05-15,Dust2,3,Wildcard,anything else,Wildcard,61,51,10,10,0,0,0.0,0.5,0.4,0.0,1,train,train
88666,2025-05-15,Inferno,3,Passion UA,Sashi,Passion UA,32,52,-20,20,0,0,0.0,0.5,0.3333333333333333,0.4,1,test,val
88666,2025-05-15,Mirage,4,Passion UA,Sashi,Sashi,32,52,-20,20,1,0,1.0,0.5,0.42857142857142855,0.4,0,test,val
88504,2025-05-15,Ancient,4,ECLOT,Sashi,ECLOT,51,52,-1,1,1,0,0.6666666666666666,0.6666666666666666,0.4,0.4,1,val,test
88669,2025-05-15,Nuke,3,SINNERS,RUSH B,RUSH B,74,51,23,23,0,0,0.0,0.0,0.2222222222222222,0.5,0,train,test
88666,2025-05-15,Ancient,7,Passion UA,Sashi,Passion UA,32,52,-20,20,0,1,0.5,0.5,0.375,0.4,1,val,val
88387,2025-05-16,Anubis,4,The MongolZ,Aurora,Aurora,3,6,-3,3,0,0,0.25,0.7777777777777778,0.6,0.6,0,train,test
