match_id,date,map,map_number,team_A,team_B,winner,team_A_rank,team_B_rank,rank_diff,abs_rank_diff,picked_by_is_A,is_decider,map_winrate_A,map_winrate_B,recent_form_A,recent_form_B,winner_is_A,split_row,split_match
92501,2025-07-12,Ancient,4,Fluxo,BESTIA,Fluxo,46,53,-7,7,1,0,0.8,0.5,0.6,0.6,1,train,test
92501,2025-07-12,Nuke,3,Fluxo,BESTIA,Fluxo,46,53,-7,7,0,0,0.5,1.0,0.6,0.6,1,val,test
92550,2025-07-12,Inferno,4,ROSY,GUN5,GUN5,51,88,-37,37,1,0,0.5,0.5714285714285714,0.6666666666666666,0.6,0,test,train
93063,2025-07-12,Inferno,4,M80,BLUEJAYS,M80,37,51,-14,14,1,0,0.0,0.5,0.2222222222222222,0.2,1,val,train
93063,2025-07-12,Mirage,3,M80,BLUEJAYS,BLUEJAYS,37,51,-14,14,0,0,0.0,0.0,0.3,0.16666666666666666,0,val,train
92498,2025-07-12,Inferno,7,Sharks,RED Canids,RED Canids,63,75,-12,12,0,1,0.6666666666666666,0.5,0.8,0.6,0,train,test
92498,2025-07-12,Train,3,Sharks,RED Canids,RED Canids,63,75,-12,12,1,0,0.75,0.6,0.7,0.6,0,train,test
93063,2025-07-12,Dust2,7,M80,BLUEJAYS,M80,37,51,-14,14,0,1,0.0,0.5,0.3,0.2857142857142857,1,train,train
92551,2025-07-12,Inferno,3,PARIVISION,Marius,PARIVISION,35,51,-16,16,1,0,0.7142857142857143,1.0,0.7,0.3333333333333333,1,train,train
92498,2025-07-12,Mirage,4,Sharks,RED Canids,Sharks,63,75,-12,12,0,0,0.6666666666666666,0.7,0.6,0.7,1,train,test
92550,2025-07-12,Ancient,3,ROSY,GUN5,GUN5,51,88,-37,37,0,0,1.0,0.5,0.5,0.7,0,train,train
92503,2025-07-13,Train,4,ODDIK,Fluxo,ODDIK,51,46,5,5,1,0,0.5,0.5,0.5,0.6,1,train,val
93066,2025-07-13,Dust2,4,M80,Getting Info,Getting Info,37,51,-14,14,1,0,0.25,0.5,0.4,0.0,0,test,train
92503,2025-07-13,Dust2,7,ODDIK,Fluxo,ODDIK,51,46,5,5,0,1,0.0,0.75,0.6,0.5,1,train,val
93066,2025-07-13,Anubis,7,M80,Getting Info,Getting Info,37,51,-14,14,0,1,0.5,0.0,0.3,0.3333333333333333,0,test,train
92503,2025-07-13,Inferno,3,ODDIK,Fluxo,Fluxo,51,46,5,5,0,0,0.0,0.0,0.6,0.4,0,val,val
92502,2025-07-13,Train,7,RED Canids,9z,9z,75,50,25,25,0,1,0.6666666666666666,1.0,0.7,0.5,0,test,val
92504,2025-07-13,Nuke,4,9z,ODDIK,9z,50,51,-1,1,1,0,0.5,0.75,0.5,0.5,1,val,test
93066,2025-07-13,Mirage,3,M80,Getting Info,M80,37,51,-14,14,0,0,0.0,0.5,0.3,0.5,1,train,train
92554,2025-07-13,Ancient,4,GUN5,PARIVISION,PARIVISION,88,35,53,53,1,0,0.5384615384615384,0.35714285714285715,0.7,0.8,0,train,train
92555,2025-07-13,Ancient,7,Iberian Soul,Passion UA,Iberian Soul,51,32,19,19,0,1,0.5,1.0,0.6,0.5,1,train,train
92555,2025-07-13,Inferno,4,Iberian Soul,Passion UA,Iberian Soul,51,32,19,19,1,0,0.8333333333333334,0.2857142857142857,0.7,0.4,1,train,train
92555,2025-07-13,Mirage,3,Iberian Soul,Passion UA,Passion UA,51,32,19,19,0,0,0.5,0.625,0.8,0.4,0,train,train
92504,2025-07-13,Ancient,3,9z,ODDIK,9z,50,51,-1,1,0,0,0.5,1.0,0.6,0.4,1,val,test
92554,2025-07-13,Inferno,3,GUN5,PARIVISION,GUN5,88,35,53,53,0,0,0.625,0.75,0.7,0.8,1,train,train
92556,2025-07-13,Mirage,4,PARIVISION,Iberian Soul,Iberian Soul,35,51,-16,16,1,0,0.7272727272727273,0.4,0.7,0.8,0,val,train
92556,2025-07-13,Inferno,3,PARIVISION,Iberian Soul,PARIVISION,35,51,-16,16,0,0,0.6666666666666666,0.8571428571428571,0.6,0.8,1,train,train
92502,2025-07-13,Ancient,4,RED Canids,9z,9z,75,50,25,25,0,0,0.6666666666666666,0.6666666666666666,0.6,0.7,0,train,val
92502,2025-07-13,Mirage,3,RED Canids,9z,RED Canids,75,50,25,25,1,0,0.6363636363636364,0.3333333333333333,0.5,0.7,1,train,val
92556,2025-07-13,Ancient,7,PARIVISION,Iberian Soul,Iberian Soul,35,51,-16,16,0,1,0.4,0.6,0.7,0.7,0,train,train
92554,2025-07-13,Mirage,7,GUN5,PARIVISION,PARIVISION,88,35,53,53,0,1,0.6666666666666666,0.6666666666666666,0.7,0.6,0,train,train
92917,2025-07-14,Mirage,4,Passion UA,JiJieHao,Passion UA,32,51,-19,19,1,0,0.6470588235294118,0.5,0.5,0.25,1,train,train
92917,2025-07-14,Dust2,3,Passion UA,JiJieHao,Passion UA,32,51,-19,19,0,0,0.42857142857142855,0.5,0.5,0.2222222222222222,1,train,train
92912,2025-07-14,Ancient,7,Nemiga,m1x,Nemiga,41,51,-10,10,0,1,0.5714285714285714,0.5,0.7,0.5,1,train,train
92912,2025-07-14,Dust2,4,Nemiga,m1x,Nemiga,41,51,-10,10,1,0,0.6153846153846154,0.5,0.7,0.0,1,train,train
92912,2025-07-14,Mirage,3,Nemiga,m1x,m1x,41,51,-10,10,0,0,0.375,0.5,0.7,0.0,0,train,train
92918,2025-07-14,Anubis,3,fnatic,ESC,fnatic,21,51,-30,30,0,0,1.0,0.5,0.6,0.5,1,train,train
92918,2025-07-14,Mirage,7,fnatic,ESC,fnatic,21,51,-30,30,0,1,0.0,0.5,0.7,0.0,1,train,train
92918,2025-07-14,Inferno,4,fnatic,ESC,ESC,21,51,-30,30,1,0,1.0,0.5,0.7,0.0,0,train,train
92919,2025-07-14,Mirage,3,PARIVISION,ENCE,PARIVISION,35,29,6,6,1,0,0.6923076923076923,0.5714285714285714,0.6,0.7,1,train,train
92914,2025-07-14,Ancient,4,Iberian Soul,OG,OG,51,30,21,21,0,0,0.6666666666666666,0.25,0.7,0.5,0,train,test
92914,2025-07-14,Inferno,3,Iberian Soul,OG,Iberian Soul,51,30,21,21,1,0,0.75,0.6,0.6,0.6,1,train,test
92915,2025-07-14,Nuke,3,Liquid,Sashi,Sashi,27,52,-25,25,0,0,0.3333333333333333,0.4444444444444444,0.2,0.4,0,train,val
93044,2025-07-14,Ancient,7,Betera,GUN5,GUN5,51,88,-37,37,0,1,0.5,0.5,0.3333333333333333,0.6,0,test,test
92909,2025-07-14,Ancient,3,Sangal,m1x,m1x,76,51,25,25,0,0,0.5,0.0,0.5,0.3333333333333333,0,test,train
92915,2025-07-14,Mirage,4,Liquid,Sashi,Liquid,27,52,-25,25,1,0,0.0,0.3333333333333333,0.1,0.5,1,test,val
92915,2025-07-14,Inferno,7,Liquid,Sashi,Sashi,27,52,-25,25,0,1,0.2,0.4444444444444444,0.2,0.4,0,train,val
92919,2025-07-14,Anubis,4,PARIVISION,ENCE,ENCE,35,29,6,6,0,0,0.3333333333333333,0.7142857142857143,0.7,0.6,0,train,train
92919,2025-07-14,Ancient,7,PARIVISION,ENCE,PARIVISION,35,29,6,6,0,1,0.375,0.5,0.6,0.6,1,train,train
93044,2025-07-14,Dust2,4,Betera,GUN5,Betera,51,88,-37,37,0,0,0.0,0.4444444444444444,0.25,0.7,1,train,test
93044,2025-07-14,Mirage,3,Betera,GUN5,GUN5,51,88,-37,37,1,0,0.0,0.5,0.4,0.6,0,test,test
92909,2025-07-14,Mirage,7,Sangal,m1x,Sangal,76,51,25,25,0,1,0.6666666666666666,1.0,0.5,0.5,1,train,train
92909,2025-07-14,Train,4,Sangal,m1x,Sangal,76,51,25,25,1,0,0.6,0.5,0.5,0.4,1,test,train
92914,2025-07-14,Nuke,7,Iberian Soul,OG,OG,51,30,21,21,0,1,0.0,1.0,0.6,0.5,0,train,test
92922,2025-07-15,Mirage,3,Passion UA,TNL,TNL,32,51,-19,19,1,0,0.6666666666666666,0.0,0.5,0.5,0,train,test
92574,2025-07-15,Inferno,3,Virtus.pro,TYLOO,TYLOO,18,9,9,9,0,0,0.75,0.8888888888888888,0.4,0.7,0,train,train
93254,2025-07-15,Mirage,4,Sashi,TNL,Sashi,52,51,1,1,0,0,0.3076923076923077,0.5,0.4,0.5,1,train,val
92922,2025-07-15,Train,4,Passion UA,TNL,Passion UA,32,51,-19,19,0,0,0.2857142857142857,0.5,0.4,0.5,1,val,test
93254,2025-07-15,Nuke,3,Sashi,TNL,Sashi,52,51,1,1,1,0,0.5,0.8,0.5,0.4,1,val,val
92575,2025-07-15,Ancient,4,Astralis,MIBR,Astralis,11,28,-17,17,1,0,0.4444444444444444,0.2,0.5,0.4,1,test,train
92575,2025-07-15,Nuke,3,Astralis,MIBR,Astralis,11,28,-17,17,0,0,0.6,0.3333333333333333,0.5,0.4,1,train,train
93255,2025-07-15,Ancient,4,fnatic,Passion UA,Passion UA,21,32,-11,11,1,0,0.5,0.8,0.6,0.5,0,train,train
93255,2025-07-15,Mirage,3,fnatic,Passion UA,Passion UA,21,32,-11,11,0,0,0.25,0.631578947368421,0.5,0.5,0,train,train
92574,2025-07-15,Anubis,4,Virtus.pro,TYLOO,TYLOO,18,9,9,9,1,0,1.0,0.6666666666666666,0.3,0.7,0,train,train
93256,2025-07-15,Ancient,3,OG,ex-NAVI Junior,ex-NAVI Junior,30,51,-21,21,1,0,0.4,0.5,0.5,0.5,0,train,train
93253,2025-07-15,Train,4,Nemiga,PARIVISION,Nemiga,41,35,6,6,1,0,0.6666666666666666,0.7142857142857143,0.7,0.6,1,train,test
92922,2025-07-15,Dust2,7,Passion UA,TNL,TNL,32,51,-19,19,0,1,0.4666666666666667,0.6666666666666666,0.6,0.4,0,train,test
92579,2025-07-15,Nuke,3,Complexity,BetBoom,BetBoom,51,20,31,31,0,0,0.5,0.875,0.4,0.4,0,train,train
92579,2025-07-15,Train,4,Complexity,BetBoom,Complexity,51,20,31,31,1,0,0.6666666666666666,0.5,0.4,0.5,1,test,train
93256,2025-07-15,Mirage,4,OG,ex-NAVI Junior,ex-NAVI Junior,30,51,-21,21,0,0,0.6,0.5,0.5,1.0,0,train,train
92580,2025-07-15,Dust2,3,HEROIC,BIG,BIG,14,45,-31,31,0,0,0.4444444444444444,0.375,0.4,0.6,0,train,train
92580,2025-07-15,Mirage,4,HEROIC,BIG,HEROIC,14,45,-31,31,1,0,0.625,0.6923076923076923,0.4,0.7,1,train,train
92579,2025-07-15,Anubis,7,Complexity,BetBoom,Complexity,51,20,31,31,0,1,0.6,0.6,0.4,0.5,1,train,train
93253,2025-07-15,Mirage,3,Nemiga,PARIVISION,Nemiga,41,35,6,6,0,0,0.3333333333333333,0.7142857142857143,0.7,0.5,1,train,test
92920,2025-07-15,Inferno,3,ex-NAVI Junior,PARIVISION,PARIVISION,51,35,16,16,0,0,0.5,0.7,1.0,0.4,0,val,train
92920,2025-07-15,Ancient,4,ex-NAVI Junior,PARIVISION,PARIVISION,51,35,16,16,1,0,1.0,0.4117647058823529,0.6666666666666666,0.5,0,train,train
92580,2025-07-15,Nuke,7,HEROIC,BIG,BIG,14,45,-31,31,0,1,0.0,0.6,0.4,0.6,0,train,train
93254,2025-07-15,Ancient,7,Sashi,TNL,TNL,52,51,1,1,0,1,0.3,0.6666666666666666,0.6,0.4,0,val,val
92577,2025-07-16,Inferno,7,TYLOO,Astralis,TYLOO,9,11,-2,2,0,1,0.9,0.6666666666666666,0.7,0.6,1,test,train
92577,2025-07-16,Nuke,4,TYLOO,Astralis,Astralis,9,11,-2,2,0,0,0.3333333333333333,0.6666666666666666,0.8,0.5,0,train,train
92577,2025-07-16,Mirage,3,TYLOO,Astralis,TYLOO,9,11,-2,2,1,0,1.0,0.375,0.7,0.5,1,train,train
92567,2025-07-16,Ancient,4,GamerLegion,SAW,GamerLegion,16,22,-6,6,1,0,0.6666666666666666,0.5,0.5,0.5,1,test,val
92567,2025-07-16,Nuke,3,GamerLegion,SAW,GamerLegion,16,22,-6,6,0,0,0.5454545454545454,0.75,0.6,0.5,1,train,val
91721,2025-07-16,Inferno,3,GUN5,EYEBALLERS,GUN5,88,51,37,37,0,0,0.6666666666666666,0.5,0.7,0.3333333333333333,1,val,test
92582,2025-07-16,Nuke,7,Complexity,BIG,Complexity,51,45,6,6,0,1,0.3333333333333333,0.6666666666666666,0.4,0.6,1,test,train
92582,2025-07-16,Train,4,Complexity,BIG,Complexity,51,45,6,6,1,0,0.7142857142857143,0.0,0.5,0.6,1,test,train
92582,2025-07-16,Dust2,3,Complexity,BIG,BIG,51,45,6,6,0,0,0.2,0.4444444444444444,0.6,0.5,0,val,train
92581,2025-07-16,Nuke,3,BetBoom,HEROIC,HEROIC,20,14,6,6,1,0,0.8888888888888888,0.0,0.4,0.3,0,train,train
92576,2025-07-16,Mirage,4,Virtus.pro,MIBR,MIBR,18,28,-10,10,1,0,0.375,0.5,0.3,0.4,0,test,train
92576,2025-07-16,Train,3,Virtus.pro,MIBR,MIBR,18,28,-10,10,0,0,0.3333333333333333,0.5,0.2,0.5,0,test,train
92581,2025-07-16,Ancient,4,BetBoom,HEROIC,BetBoom,20,14,6,6,0,0,0.3333333333333333,0.75,0.4,0.4,1,train,train
91721,2025-07-16,Ancient,4,GUN5,EYEBALLERS,GUN5,88,51,37,37,1,0,0.5333333333333333,0.0,0.7,0.25,1,train,test
92572,2025-07-16,Dust2,3,Lynn Vision,paiN,Lynn Vision,13,17,-4,4,1,0,0.6666666666666666,0.5,0.4,0.6,1,train,train
92572,2025-07-16,Nuke,4,Lynn Vision,paiN,paiN,13,17,-4,4,0,0,0.3333333333333333,0.4444444444444444,0.4,0.5,0,train,train
92572,2025-07-16,Anubis,7,Lynn Vision,paiN,Lynn Vision,13,17,-4,4,0,1,0.0,0.16666666666666666,0.3,0.5,1,train,train
92581,2025-07-16,Anubis,7,BetBoom,HEROIC,BetBoom,20,14,6,6,0,1,0.5454545454545454,0.7777777777777778,0.5,0.3,1,train,train
92568,2025-07-17,Inferno,7,FURIA,SAW,SAW,10,22,-12,12,0,1,0.3333333333333333,0.3333333333333333,0.6,0.4,0,train,val
92568,2025-07-17,Train,4,FURIA,SAW,FURIA,10,22,-12,12,1,0,0.6666666666666666,0.0,0.6,0.5,1,train,val
93261,2025-07-17,Ancient,3,Nemiga,PARIVISION,Nemiga,41,35,6,6,0,0,0.625,0.4444444444444444,0.7,0.6,1,train,train
92568,2025-07-17,Ancient,3,FURIA,SAW,SAW,10,22,-12,12,0,0,0.5,0.3333333333333333,0.6,0.5,0,train,val
93261,2025-07-17,Dust2,7,Nemiga,PARIVISION,PARIVISION,41,35,6,6,0,1,0.6428571428571429,0.8333333333333334,0.7,0.5,0,train,train
93354,2025-07-17,Inferno,4,Legacy,Sharks,Sharks,19,63,-44,44,1,0,0.5555555555555556,0.5,0.7,0.6,0,train,train
93354,2025-07-17,Anubis,3,Legacy,Sharks,Legacy,19,63,-44,44,0,0,0.375,0.5,0.7,0.6,1,train,train
93262,2025-07-17,Dust2,3,TNL,PARIVISION,TNL,51,35,16,16,0,0,0.75,0.8461538461538461,0.5,0.6,1,train,train
93262,2025-07-17,Mirage,4,TNL,PARIVISION,TNL,51,35,16,16,1,0,0.3333333333333333,0.6666666666666666,0.5,0.5,1,train,train
93049,2025-07-17,Mirage,4,Metizport,RUBY,RUBY,78,51,27,27,1,0,0.375,0.0,0.2,0.3333333333333333,0,train,val
93261,2025-07-17,Train,4,Nemiga,PARIVISION,PARIVISION,41,35,6,6,1,0,0.75,0.625,0.6,0.4,0,train,train
92583,2025-07-17,Mirage,3,BetBoom,BIG,BIG,20,45,-25,25,1,0,0.2,0.6428571428571429,0.5,0.5,0,val,val
93357,2025-07-17,Nuke,3,9z,Imperial,Imperial,50,34,16,16,1,0,0.5714285714285714,0.6666666666666666,0.6,0.7,0,val,train
92573,2025-07-17,Nuke,4,3DMAX,paiN,3DMAX,8,17,-9,9,0,0,0.25,0.5,0.4,0.4,1,val,train
93357,2025-07-17,Inferno,4,9z,Imperial,Imperial,50,34,16,16,0,0,0.0,0.5,0.5,0.7,0,train,train
92578,2025-07-17,Nuke,4,MIBR,Astralis,Astralis,28,11,17,17,0,0,0.25,0.7142857142857143,0.5,0.4,0,val,test
92578,2025-07-17,Mirage,3,MIBR,Astralis,Astralis,28,11,17,17,1,0,0.6,0.3333333333333333,0.4,0.5,0,train,test
92583,2025-07-17,Nuke,7,BetBoom,BIG,BetBoom,20,45,-25,25,0,1,0.8,0.5714285714285714,0.4,0.6,1,val,val
92583,2025-07-17,Dust2,4,BetBoom,BIG,BetBoom,20,45,-25,25,0,0,0.6,0.5,0.4,0.6,1,val,val
93049,2025-07-17,Dust2,3,Metizport,RUBY,RUBY,78,51,27,27,0,0,0.0,0.0,0.2,0.4,0,train,val
92573,2025-07-17,Ancient,3,3DMAX,paiN,3DMAX,8,17,-9,9,1,0,0.2,0.5,0.5,0.4,1,train,train
92587,2025-07-18,Mirage,7,GamerLegion,BetBoom,BetBoom,16,20,-4,4,0,1,0.375,0.16666666666666666,0.6,0.5,0,train,train
92584,2025-07-18,Inferno,4,TYLOO,3DMAX,TYLOO,9,8,1,1,1,0,0.9090909090909091,0.5555555555555556,0.7,0.5,1,test,train
93051,2025-07-18,Mirage,7,Metizport,Partizan,Partizan,78,51,27,27,0,1,0.3333333333333333,0.0,0.2,0.4,0,test,train
92585,2025-07-18,Anubis,3,Complexity,SAW,SAW,51,22,29,29,1,0,0.6666666666666666,0.5,0.5,0.5,0,train,train
93051,2025-07-18,Inferno,3,Metizport,Partizan,Partizan,78,51,27,27,0,0,0.6,0.5,0.2,0.5,0,train,train
93051,2025-07-18,Ancient,4,Metizport,Partizan,Metizport,78,51,27,27,1,0,0.4444444444444444,0.5,0.1,0.6,1,test,train
92585,2025-07-18,Nuke,7,Complexity,SAW,SAW,51,22,29,29,0,1,0.5,0.6,0.5,0.5,0,test,train
92584,2025-07-18,Ancient,3,TYLOO,3DMAX,TYLOO,9,8,1,1,0,0,0.5,0.3333333333333333,0.7,0.5,1,train,train
92585,2025-07-18,Inferno,4,Complexity,SAW,Complexity,51,22,29,29,0,0,0.5,0.5,0.4,0.6,1,train,train
92586,2025-07-18,Nuke,3,Lynn Vision,Astralis,Astralis,13,11,2,2,0,0,0.3076923076923077,0.75,0.4,0.6,0,val,train
92587,2025-07-18,Ancient,4,GamerLegion,BetBoom,BetBoom,16,20,-4,4,1,0,0.7,0.5,0.5,0.6,0,train,train
92586,2025-07-18,Dust2,4,Lynn Vision,Astralis,Astralis,13,11,2,2,1,0,0.6923076923076923,0.16666666666666666,0.4,0.7,0,train,train
92587,2025-07-18,Dust2,3,GamerLegion,BetBoom,GamerLegion,16,20,-4,4,0,0,0.5,0.6666666666666666,0.5,0.6,1,train,train
92588,2025-07-19,Inferno,4,TYLOO,SAW,TYLOO,9,22,-13,13,1,0,0.9166666666666666,0.4,0.8,0.5,1,train,train
93722,2025-07-19,Mirage,3,M80,Fluxo,M80,37,46,-9,9,0,0,0.3333333333333333,0.5,0.3,0.4,1,train,train
93363,2025-07-19,Nuke,7,Imperial,Legacy,Legacy,34,19,15,15,0,1,0.75,0.8571428571428571,0.8,0.7,0,train,train
92589,2025-07-19,Mirage,3,Astralis,BetBoom,Astralis,11,20,-9,9,0,0,0.4,0.2857142857142857,0.7,0.6,1,test,train
92589,2025-07-19,Nuke,4,Astralis,BetBoom,Astralis,11,20,-9,9,1,0,0.7777777777777778,0.8181818181818182,0.8,0.6,1,train,train
93363,2025-07-19,Mirage,4,Imperial,Legacy,Imperial,34,19,15,15,0,0,0.5,0.625,0.7,0.7,1,train,train
93722,2025-07-19,Inferno,4,M80,Fluxo,M80,37,46,-9,9,1,0,0.3333333333333333,0.3333333333333333,0.4,0.4,1,val,train
92588,2025-07-19,Nuke,3,TYLOO,SAW,TYLOO,9,22,-13,13,0,0,0.25,0.6666666666666666,0.8,0.4,1,train,train
93363,2025-07-19,Train,3,Imperial,Legacy,Legacy,34,19,15,15,1,0,0.0,0.5,0.7,0.6,0,train,train
93724,2025-07-20,Overpass,6,KOLESIE,M80,M80,51,37,14,14,0,0,0.5,0.5,0.5,0.5,0,train,val
93055,2025-07-20,Dust2,3,Passion UA,RUBY,RUBY,32,51,-19,19,0,0,0.4375,0.25,0.6,0.4,0,test,train
93724,2025-07-20,Mirage,7,KOLESIE,M80,KOLESIE,51,37,14,14,0,1,0.5,0.5,0.0,0.6,1,train,val
93724,2025-07-20,Ancient,5,KOLESIE,M80,KOLESIE,51,37,14,14,1,0,0.5,0.6666666666666666,0.5,0.6,1,val,val
93055,2025-07-20,Mirage,4,Passion UA,RUBY,Passion UA,32,51,-19,19,1,0,0.65,0.5,0.6,0.5,1,train,train
92590,2025-07-20,Ancient,6,TYLOO,Astralis,TYLOO,9,11,-2,2,0,0,0.5714285714285714,0.5,0.8,0.8,1,train,train
93724,2025-07-20,Dust2,4,KOLESIE,M80,KOLESIE,51,37,14,14,0,0,0.5,0.2,0.6666666666666666,0.5,1,train,val
93724,2025-07-20,Train,3,KOLESIE,M80,M80,51,37,14,14,1,0,0.5,0.5,0.75,0.5,0,test,val
93054,2025-07-20,Ancient,3,Sangal,GUN5,GUN5,76,88,-12,12,0,0,0.0,0.5625,0.5,0.7,0,train,train
93054,2025-07-20,Mirage,4,Sangal,GUN5,GUN5,76,88,-12,12,1,0,0.7142857142857143,0.6,0.5,0.7,0,train,train
92590,2025-07-20,Inferno,3,TYLOO,Astralis,Astralis,9,11,-2,2,1,0,0.9230769230769231,0.5714285714285714,0.9,0.7,0,train,train
92590,2025-07-20,Nuke,4,TYLOO,Astralis,TYLOO,9,11,-2,2,0,0,0.4,0.8,0.8,0.8,1,train,train
93723,2025-07-20,Ancient,3,BLUEJAYS,Fluxo,Fluxo,51,46,5,5,0,0,0.0,0.8333333333333334,0.25,0.4,0,train,train
92590,2025-07-20,Mirage,5,TYLOO,Astralis,TYLOO,9,11,-2,2,1,0,1.0,0.45454545454545453,0.8,0.7,1,val,train
93055,2025-07-20,Ancient,7,Passion UA,RUBY,RUBY,32,51,-19,19,0,1,0.8333333333333334,0.0,0.7,0.4,0,test,train
93723,2025-07-20,Mirage,4,BLUEJAYS,Fluxo,Fluxo,51,46,5,5,1,0,0.5,0.3333333333333333,0.2222222222222222,0.4,0,train,train
93057,2025-07-21,Dust2,3,Partizan,GUN5,Partizan,51,88,-37,37,1,0,0.42857142857142855,0.4,0.5,0.7,1,val,train
93057,2025-07-21,Ancient,4,Partizan,GUN5,Partizan,51,88,-37,37,0,0,0.4,0.5882352941176471,0.6,0.7,1,train,train
93034,2025-07-23,Dust2,4,FlyQuest,FURIA,FlyQuest,51,10,41,41,0,0,1.0,0.625,0.4,0.5,1,train,train
93041,2025-07-23,Ancient,4,FaZe,BIG,FaZe,12,45,-33,33,1,0,0.6,0.375,0.4,0.5,1,train,test
93041,2025-07-23,Inferno,3,FaZe,BIG,FaZe,12,45,-33,33,0,0,0.6,0.5555555555555556,0.5,0.4,1,train,test
93035,2025-07-23,Inferno,4,Astralis,B8,Astralis,11,23,-12,12,1,0,0.625,0.6153846153846154,0.7,0.6,1,train,train
93038,2025-07-23,Ancient,7,Ninjas in Pyjamas,HEROIC,Ninjas in Pyjamas,24,14,10,10,0,1,0.7,0.6666666666666666,0.7,0.2,1,train,train
93038,2025-07-23,Overpass,4,Ninjas in Pyjamas,HEROIC,Ninjas in Pyjamas,24,14,10,10,0,0,0.5,0.5,0.8,0.2,1,train,train
93034,2025-07-23,Inferno,3,FlyQuest,FURIA,FURIA,51,10,41,41,1,0,0.375,0.2857142857142857,0.4,0.4,0,train,train
93036,2025-07-23,Overpass,4,TYLOO,Virtus.pro,Virtus.pro,9,18,-9,9,0,0,0.5,0.5,0.8,0.2,0,val,val
93036,2025-07-23,Inferno,3,TYLOO,Virtus.pro,Virtus.pro,9,18,-9,9,1,0,0.8571428571428571,0.6,0.8,0.2,0,val,val
93040,2025-07-23,Dust2,4,Liquid,paiN,Liquid,27,17,10,10,0,0,0.2,0.4444444444444444,0.2,0.3,1,train,train
93034,2025-07-23,Mirage,7,FlyQuest,FURIA,FURIA,51,10,41,41,0,1,0.3333333333333333,0.25,0.3,0.4,0,train,train
93039,2025-07-23,Train,3,3DMAX,MIBR,3DMAX,8,28,-20,20,0,0,0.5,0.6,0.4,0.3,1,train,train
93040,2025-07-23,Mirage,3,Liquid,paiN,Liquid,27,17,10,10,1,0,0.2,0.5,0.3,0.3,1,train,train
94089,2025-07-23,Dust2,3,TPuDCATb TPu,Eternal Fire,TPuDCATb TPu,51,87,-36,36,0,0,0.5,0.75,0.0,0.8,1,train,train
94094,2025-07-23,Ancient,4,SINNERS,ex-SABRE,SINNERS,74,51,23,23,0,0,0.0,0.5,0.3,0.5,1,train,test
94089,2025-07-23,Nuke,4,TPuDCATb TPu,Eternal Fire,TPuDCATb TPu,51,87,-36,36,1,0,0.0,0.0,0.3333333333333333,0.7,1,train,train
94094,2025-07-23,Mirage,3,SINNERS,ex-SABRE,SINNERS,74,51,23,23,1,0,0.4,0.5,0.3,0.0,1,train,test
93035,2025-07-23,Mirage,3,Astralis,B8,Astralis,11,23,-12,12,0,0,0.4166666666666667,0.7142857142857143,0.7,0.5,1,val,train
93039,2025-07-23,Ancient,4,3DMAX,MIBR,3DMAX,8,28,-20,20,1,0,0.2857142857142857,0.16666666666666666,0.4,0.2,1,train,train
93038,2025-07-23,Nuke,3,Ninjas in Pyjamas,HEROIC,HEROIC,24,14,10,10,1,0,0.8333333333333334,0.3333333333333333,0.8,0.2,0,train,train
94091,2025-07-24,Inferno,4,Eternal Fire,NIP Impact,NIP Impact,87,51,36,36,0,0,0.5,0.5,0.6,0.5,0,train,val
93940,2025-07-24,Mirage,4,B8,FlyQuest,B8,23,51,-28,28,1,0,0.6666666666666666,0.2857142857142857,0.4,0.2,1,train,train
93940,2025-07-24,Inferno,7,B8,FlyQuest,FlyQuest,23,51,-28,28,0,1,0.5714285714285714,0.3333333333333333,0.5,0.2,0,train,train
94091,2025-07-24,Mirage,7,Eternal Fire,NIP Impact,Eternal Fire,87,51,36,36,0,1,1.0,0.5,0.5,1.0,1,test,val
93939,2025-07-24,Ancient,4,MIBR,HEROIC,HEROIC,28,14,14,14,0,0,0.14285714285714285,0.6,0.2,0.3,0,train,train
93939,2025-07-24,Train,3,MIBR,HEROIC,HEROIC,28,14,14,14,1,0,0.5,1.0,0.2,0.4,0,train,train
93940,2025-07-24,Dust2,3,B8,FlyQuest,FlyQuest,23,51,-28,28,0,0,0.5,1.0,0.4,0.3,0,train,train
93943,2025-07-24,Dust2,4,3DMAX,Ninjas in Pyjamas,Ninjas in Pyjamas,8,24,-16,16,1,0,0.6666666666666666,0.4444444444444444,0.4,0.7,0,test,train
93943,2025-07-24,Nuke,3,3DMAX,Ninjas in Pyjamas,Ninjas in Pyjamas,8,24,-16,16,0,0,0.3333333333333333,0.7692307692307693,0.4,0.7,0,train,train
93942,2025-07-24,Mirage,3,FaZe,Liquid,FaZe,12,27,-15,15,0,0,0.14285714285714285,0.3333333333333333,0.6,0.4,1,train,val
93941,2025-07-24,Overpass,3,Complexity,TYLOO,Complexity,51,9,42,42,1,0,0.5,0.0,0.5,0.7,1,train,test
93941,2025-07-24,Inferno,4,Complexity,TYLOO,TYLOO,51,9,42,42,0,0,0.6,0.8,0.6,0.6,0,train,test
93941,2025-07-24,Ancient,7,Complexity,TYLOO,TYLOO,51,9,42,42,0,1,0.3333333333333333,0.625,0.6,0.6,0,train,test
94131,2025-07-24,Nuke,4,RED Canids,MIBR Academy,RED Canids,75,51,24,24,1,0,0.5,0.5,0.5,0.5,1,train,train
