match_id,date,map,map_order,picked_by,team_A,team_B,team_A_rank,team_B_rank,winner
89516,2025-05-31,Inferno,5,Nexus,PARIVISION,Nexus,35,51,PARIVISION
89516,2025-05-31,Ancient,6,PARIVISION,PARIVISION,Nexus,35,51,Nexus
89516,2025-05-31,Anubis,7,decider,PARIVISION,Nexus,35,51,Nexus
89514,2025-05-30,Inferno,3,Iberian Soul,PARIVISION,Iberian Soul,35,51,Iberian Soul
89514,2025-05-30,Ancient,4,PARIVISION,PARIVISION,Iberian Soul,35,51,PARIVISION
89514,2025-05-30,Train,7,decider,PARIVISION,Iberian Soul,35,51,PARIVISION
89649,2025-05-26,Train,3,Sashi,PARIVISION,Sashi,35,52,Sashi
89649,2025-05-26,Ancient,4,PARIVISION,PARIVISION,Sashi,35,52,PARIVISION
89649,2025-05-26,Mirage,7,decider,PARIVISION,Sashi,35,52,PARIVISION
89188,2025-05-19,Train,3,Astrum,PARIVISION,Astrum,35,51,PARIVISION
89188,2025-05-19,Ancient,4,PARIVISION,PARIVISION,Astrum,35,51,PARIVISION
88243,2025-05-17,Mirage,3,RUBY,RUBY,PARIVISION,51,35,PARIVISION
88243,2025-05-17,Dust2,4,PARIVISION,RUBY,PARIVISION,51,35,PARIVISION
98840,2025-09-09,Ancient,3,FengDa,Rare Atom,FengDa,36,51,Rare Atom
98840,2025-09-09,Dust2,4,Rare Atom,Rare Atom,FengDa,36,51,Rare Atom
96685,2025-08-28,Dust2,3,NomadS,Rare Atom,NomadS,36,51,Rare Atom
96685,2025-08-28,Ancient,4,Rare Atom,Rare Atom,NomadS,36,51,NomadS
96685,2025-08-28,Inferno,7,decider,Rare Atom,NomadS,36,51,Rare Atom
97521,2025-08-28,Dust2,3,Just Swing,Rare Atom,Just Swing,36,51,Just Swing
97521,2025-08-28,Mirage,4,Rare Atom,Rare Atom,Just Swing,36,51,Rare Atom
97521,2025-08-28,Ancient,7,decider,Rare Atom,Just Swing,36,51,Rare Atom
97516,2025-08-25,Train,3,Pressure Monsters,Rare Atom,Pressure Monsters,36,51,Rare Atom
97516,2025-08-25,Ancient,4,Rare Atom,Rare Atom,Pressure Monsters,36,51,Rare Atom
96620,2025-08-14,Overpass,3,TBO,TBO,Rare Atom,51,36,Rare Atom
96620,2025-08-14,Mirage,4,Rare Atom,TBO,Rare Atom,51,36,Rare Atom
96346,2025-08-11,Inferno,3,BORING PLAYERS,Rare Atom,BORING PLAYERS,36,51,Rare Atom
96346,2025-08-11,Mirage,4,Rare Atom,Rare Atom,BORING PLAYERS,36,51,Rare Atom
92415,2025-07-05,Mirage,3,XDM,Rare Atom,XDM,36,51,Rare Atom
92415,2025-07-05,Inferno,4,Rare Atom,Rare Atom,XDM,36,51,Rare Atom
89180,2025-05-17,Anubis,3,DogEvil,Rare Atom,DogEvil,36,51,Rare Atom
89180,2025-05-17,Mirage,4,Rare Atom,Rare Atom,DogEvil,36,51,Rare Atom
88180,2025-05-10,Dust2,3,FlyQuest,FlyQuest,Rare Atom,51,36,FlyQuest
88180,2025-05-10,Ancient,4,Rare Atom,FlyQuest,Rare Atom,51,36,Rare Atom
88180,2025-05-10,Inferno,7,decider,FlyQuest,Rare Atom,51,36,FlyQuest
88179,2025-05-09,Mirage,3,NomadS,NomadS,Rare Atom,51,36,Rare Atom
88179,2025-05-09,Ancient,4,Rare Atom,NomadS,Rare Atom,51,36,Rare Atom
87864,2025-05-01,Inferno,3,Rare Atom,The Huns,Rare Atom,51,36,Rare Atom
87864,2025-05-01,Dust2,4,The Huns,The Huns,Rare Atom,51,36,The Huns
87864,2025-05-01,Ancient,7,decider,The Huns,Rare Atom,51,36,The Huns
76944,2025-03-25,Train,7,decider,TYLOO,Rare Atom,9,36,TYLOO
97730,2025-08-26,Mirage,3,InControl,InControl,M80,51,37,InControl
97730,2025-08-26,Overpass,4,M80,InControl,M80,51,37,M80
97730,2025-08-26,Ancient,7,decider,InControl,M80,51,37,M80
96923,2025-08-18,Ancient,3,Getting Info,M80,Getting Info,37,51,M80
96923,2025-08-18,Overpass,4,M80,M80,Getting Info,37,51,M80
96921,2025-08-17,Dust2,3,BLUEJAYS,BLUEJAYS,M80,51,37,BLUEJAYS
96921,2025-08-17,Overpass,4,M80,BLUEJAYS,M80,51,37,M80
96921,2025-08-17,Mirage,7,decider,BLUEJAYS,M80,51,37,M80
96565,2025-08-15,Inferno,3,Marsborne,Marsborne,M80,51,37,M80
96565,2025-08-15,Overpass,4,M80,Marsborne,M80,51,37,M80
95182,2025-08-13,Inferno,3,Marsborne,M80,Marsborne,37,51,M80
95182,2025-08-13,Ancient,4,M80,M80,Marsborne,37,51,M80
96315,2025-08-13,Dust2,3,Aether,M80,Aether,37,51,M80
96315,2025-08-13,Overpass,4,M80,M80,Aether,37,51,M80
94755,2025-08-03,Overpass,3,M80,NRG,M80,51,37,M80
94755,2025-08-03,Train,4,NRG,NRG,M80,51,37,M80
94754,2025-08-02,Train,3,Marsborne,Marsborne,M80,51,37,M80
94754,2025-08-02,Overpass,4,M80,Marsborne,M80,51,37,M80
94307,2025-08-01,Overpass,3,M80,M80,Wildcard,37,61,M80
94307,2025-08-01,Ancient,4,Wildcard,M80,Wildcard,37,61,M80
94750,2025-08-01,Mirage,3,Supernova Comets,M80,Supernova Comets,37,51,M80
94750,2025-08-01,Ancient,4,M80,M80,Supernova Comets,37,51,M80
94301,2025-07-29,Inferno,3,Chicken Coop,M80,Chicken Coop,37,51,M80
94301,2025-07-29,Mirage,4,M80,M80,Chicken Coop,37,51,M80
94339,2025-07-27,Mirage,3,BLUEJAYS,M80,BLUEJAYS,37,51,M80
94339,2025-07-27,Overpass,4,M80,M80,BLUEJAYS,37,51,M80
94337,2025-07-27,Mirage,3,Getting Info,M80,Getting Info,37,51,M80
94337,2025-07-27,Overpass,4,M80,M80,Getting Info,37,51,M80
94334,2025-07-26,Ancient,3,regain,M80,regain,37,51,M80
94334,2025-07-26,Overpass,4,M80,M80,regain,37,51,M80
93724,2025-07-20,Train,3,KOLESIE,KOLESIE,M80,51,37,M80
93724,2025-07-20,Dust2,4,M80,KOLESIE,M80,51,37,KOLESIE
93724,2025-07-20,Ancient,5,KOLESIE,KOLESIE,M80,51,37,KOLESIE
93724,2025-07-20,Overpass,6,M80,KOLESIE,M80,51,37,M80
93724,2025-07-20,Mirage,7,decider,KOLESIE,M80,51,37,KOLESIE
93722,2025-07-19,Mirage,3,Fluxo,M80,Fluxo,37,46,M80
93722,2025-07-19,Inferno,4,M80,M80,Fluxo,37,46,M80
93066,2025-07-13,Mirage,3,Getting Info,M80,Getting Info,37,51,M80
93066,2025-07-13,Dust2,4,M80,M80,Getting Info,37,51,Getting Info
93066,2025-07-13,Anubis,7,decider,M80,Getting Info,37,51,Getting Info
93063,2025-07-12,Mirage,3,BLUEJAYS,M80,BLUEJAYS,37,51,BLUEJAYS
93063,2025-07-12,Inferno,4,M80,M80,BLUEJAYS,37,51,M80
93063,2025-07-12,Dust2,7,decider,M80,BLUEJAYS,37,51,M80
89030,2025-06-09,Ancient,3,M80,Nemiga,M80,41,37,Nemiga
89030,2025-06-09,Dust2,4,Nemiga,Nemiga,M80,41,37,Nemiga
98854,2025-09-11,Inferno,3,ESC,ESC,Nemiga,51,41,ESC
98854,2025-09-11,Dust2,4,Nemiga,ESC,Nemiga,51,41,ESC
98709,2025-09-11,Overpass,3,Nemiga,Nemiga,Venom,41,51,Venom
98709,2025-09-11,Ancient,4,Venom,Nemiga,Venom,41,51,Venom
96652,2025-08-15,Dust2,3,Spirit Academy,Nemiga,Spirit Academy,41,51,Spirit Academy
96652,2025-08-15,Mirage,4,Nemiga,Nemiga,Spirit Academy,41,51,Nemiga
96652,2025-08-15,Train,7,decider,Nemiga,Spirit Academy,41,51,Spirit Academy
96203,2025-08-11,Mirage,3,Insilio,Nemiga,Insilio,41,51,Nemiga
96203,2025-08-11,Ancient,4,Nemiga,Nemiga,Insilio,41,51,Nemiga
92912,2025-07-14,Mirage,3,m1x,Nemiga,m1x,41,51,m1x
92912,2025-07-14,Dust2,4,Nemiga,Nemiga,m1x,41,51,Nemiga
92912,2025-07-14,Ancient,7,decider,Nemiga,m1x,41,51,Nemiga
88557,2025-06-05,Ancient,3,Nemiga,FlyQuest,Nemiga,51,41,Nemiga
88557,2025-06-05,Inferno,4,FlyQuest,FlyQuest,Nemiga,51,41,Nemiga
89506,2025-05-27,Anubis,3,Nemiga,Nemiga,SINNERS,41,74,SINNERS
89506,2025-05-27,Inferno,4,SINNERS,Nemiga,SINNERS,41,74,SINNERS
88245,2025-05-18,Ancient,3,ENCE,ENCE,Nemiga,29,41,ENCE
88245,2025-05-18,Dust2,4,Nemiga,ENCE,Nemiga,29,41,ENCE
88235,2025-05-15,Dust2,3,Nemiga,Nemiga,Monte,41,44,Nemiga
88235,2025-05-15,Mirage,4,Monte,Nemiga,Monte,41,44,Monte
88235,2025-05-15,Anubis,7,decider,Nemiga,Monte,41,44,Nemiga
87750,2025-05-06,Ancient,3,RUSH B,Nemiga,RUSH B,41,51,RUSH B
87750,2025-05-06,Train,4,Nemiga,Nemiga,RUSH B,41,51,Nemiga
87750,2025-05-06,Mirage,7,decider,Nemiga,RUSH B,41,51,RUSH B
87090,2025-04-18,Dust2,7,decider,Nemiga,9 Pandas,41,51,Nemiga
87086,2025-04-18,Anubis,7,decider,Nemiga,Partizan,41,51,Nemiga
87132,2025-04-17,Mirage,7,decider,Nemiga,NAVI Junior,41,51,NAVI Junior
87080,2025-04-17,Ancient,7,decider,Nemiga,ECLOT,41,51,ECLOT
87076,2025-04-17,Dust2,7,decider,Nemiga,GUN5,41,88,GUN5
86906,2025-04-16,Inferno,3,BIG,Nemiga,BIG,41,45,Nemiga
86906,2025-04-16,Dust2,4,Nemiga,Nemiga,BIG,41,45,Nemiga
85903,2025-04-03,Ancient,7,decider,Imperial Valkyries,Nemiga,51,41,Nemiga
85899,2025-04-03,Train,7,decider,Passion UA,Nemiga,32,41,Nemiga
85897,2025-04-03,Dust2,7,decider,9 Pandas,Nemiga,51,41,Nemiga
85894,2025-04-02,Mirage,7,decider,Metizport,Nemiga,78,41,Nemiga
98647,2025-09-08,Nuke,3,Monte,Monte,Alliance,44,51,Alliance
98647,2025-09-08,Ancient,4,Alliance,Monte,Alliance,44,51,Alliance
97809,2025-08-29,Dust2,7,decider,Monte,aimclub,44,51,Monte
96764,2025-08-26,Ancient,3,Betclic,Betclic,Monte,51,44,Betclic
96764,2025-08-26,Inferno,4,Monte,Betclic,Monte,51,44,Monte
96764,2025-08-26,Nuke,7,decider,Betclic,Monte,51,44,Monte
96757,2025-08-24,Nuke,3,Tricked,Tricked,Monte,51,44,Monte
96757,2025-08-24,Dust2,4,Monte,Tricked,Monte,51,44,Monte
96744,2025-08-21,Dust2,3,FAVBET,FAVBET,Monte,51,44,Monte
96742,2025-08-20,Nuke,3,Monte,Partizan,Monte,51,44,Monte
96742,2025-08-20,Dust2,4,Partizan,Partizan,Monte,51,44,Partizan
96742,2025-08-20,Mirage,7,decider,Partizan,Monte,51,44,Partizan
94880,2025-08-08,Mirage,3,Eternal Fire,Monte,Eternal Fire,44,87,Monte
94880,2025-08-08,Train,4,Monte,Monte,Eternal Fire,44,87,Eternal Fire
94880,2025-08-08,Nuke,7,decider,Monte,Eternal Fire,44,87,Eternal Fire
94193,2025-08-02,Dust2,3,Monte,Monte,Betera,44,51,Betera
94193,2025-08-02,Train,4,Betera,Monte,Betera,44,51,Monte
94193,2025-08-02,Nuke,7,decider,Monte,Betera,44,51,Monte
94188,2025-07-31,Ancient,3,Monte,Johnny Speeds,Monte,51,44,Johnny Speeds
94188,2025-07-31,Mirage,4,Johnny Speeds,Johnny Speeds,Monte,51,44,Johnny Speeds
94177,2025-07-29,Overpass,3,Sangal,Sangal,Monte,76,44,Monte
94177,2025-07-29,Ancient,4,Monte,Sangal,Monte,76,44,Sangal
94177,2025-07-29,Mirage,7,decider,Sangal,Monte,76,44,Sangal
94111,2025-07-28,Nuke,3,TPuDCATb TPu,Monte,TPuDCATb TPu,44,51,TPuDCATb TPu
94111,2025-07-28,Dust2,4,Monte,Monte,TPuDCATb TPu,44,51,Monte
94111,2025-07-28,Ancient,7,decider,Monte,TPuDCATb TPu,44,51,Monte
94102,2025-07-26,Nuke,3,Monte,RUBY,Monte,51,44,Monte
94102,2025-07-26,Overpass,4,RUBY,RUBY,Monte,51,44,RUBY
94102,2025-07-26,Ancient,7,decider,RUBY,Monte,51,44,Monte
94100,2025-07-25,Mirage,3,Monte,Monte,Fisher College,44,51,Monte
94100,2025-07-25,Nuke,4,Fisher College,Monte,Fisher College,44,51,Monte
90542,2025-06-19,Ancient,3,TNL,TNL,Monte,51,44,TNL
90542,2025-06-19,Nuke,4,Monte,TNL,Monte,51,44,TNL
90528,2025-06-14,Ancient,3,Monte,Astrum,Monte,51,44,Monte
90528,2025-06-14,Train,4,Astrum,Astrum,Monte,51,44,Astrum
90528,2025-06-14,Mirage,7,decider,Astrum,Monte,51,44,Monte
90524,2025-06-13,Mirage,3,Monte,Iberian Soul,Monte,51,44,Iberian Soul
90524,2025-06-13,Nuke,4,Iberian Soul,Iberian Soul,Monte,51,44,Monte
90524,2025-06-13,Ancient,7,decider,Iberian Soul,Monte,51,44,Iberian Soul
90358,2025-06-09,Mirage,3,Monte,Monte,Leo,44,51,Monte
90358,2025-06-09,Anubis,4,Leo,Monte,Leo,44,51,Leo
90358,2025-06-09,Train,7,decider,Monte,Leo,44,51,Monte
90339,2025-06-05,Nuke,3,Monte,Monte,FAVBET,44,51,FAVBET
90339,2025-06-05,Anubis,4,FAVBET,Monte,FAVBET,44,51,FAVBET
90336,2025-06-04,Mirage,3,Monte,Monte,EYEBALLERS,44,51,Monte
90336,2025-06-04,Anubis,4,EYEBALLERS,Monte,EYEBALLERS,44,51,EYEBALLERS
90336,2025-06-04,Ancient,7,decider,Monte,EYEBALLERS,44,51,Monte
89224,2025-05-28,Train,3,Astrum,Astrum,Monte,51,44,Astrum
89224,2025-05-28,Nuke,4,Monte,Astrum,Monte,51,44,Monte
89224,2025-05-28,Mirage,7,decider,Astrum,Monte,51,44,Astrum
89218,2025-05-26,Dust2,3,ECLOT,ECLOT,Monte,51,44,Monte
89218,2025-05-26,Train,4,Monte,ECLOT,Monte,51,44,ECLOT
89218,2025-05-26,Anubis,7,decider,ECLOT,Monte,51,44,Monte
89215,2025-05-25,Anubis,3,Fire Flux,Fire Flux,Monte,51,44,Fire Flux
89215,2025-05-25,Ancient,4,Monte,Fire Flux,Monte,51,44,Fire Flux
89207,2025-05-23,Mirage,3,Monte,Nexus,Monte,51,44,Nexus
89207,2025-05-23,Dust2,4,Nexus,Nexus,Monte,51,44,Nexus
89646,2025-05-23,Dust2,3,Monte,9INE,Monte,51,44,Monte
89646,2025-05-23,Train,4,9INE,9INE,Monte,51,44,9INE
89646,2025-05-23,Nuke,7,decider,9INE,Monte,51,44,Monte
89643,2025-05-22,Anubis,3,Zero Tenacity,Monte,Zero Tenacity,44,59,Zero Tenacity
89643,2025-05-22,Mirage,4,Monte,Monte,Zero Tenacity,44,59,Monte
89643,2025-05-22,Nuke,7,decider,Monte,Zero Tenacity,44,59,Zero Tenacity
89768,2025-05-21,Nuke,3,Sangal,Monte,Sangal,44,76,Monte
89768,2025-05-21,Train,4,Monte,Monte,Sangal,44,76,Sangal
89768,2025-05-21,Dust2,7,decider,Monte,Sangal,44,76,Sangal
89199,2025-05-21,Mirage,3,Delta,Monte,Delta,44,51,Monte
89199,2025-05-21,Dust2,4,Monte,Monte,Delta,44,51,Monte
96660,2025-08-17,Train,3,BIG,9INE,BIG,51,45,BIG
96660,2025-08-17,Inferno,4,9INE,9INE,BIG,51,45,9INE
96660,2025-08-17,Nuke,7,decider,9INE,BIG,51,45,9INE
96646,2025-08-13,Overpass,3,9INE,9INE,BIG,51,45,BIG
96646,2025-08-13,Dust2,4,BIG,9INE,BIG,51,45,9INE
96646,2025-08-13,Ancient,7,decider,9INE,BIG,51,45,9INE
96211,2025-08-12,Train,3,The Glecs,BIG,The Glecs,45,51,BIG
96211,2025-08-12,Ancient,4,BIG,BIG,The Glecs,45,51,The Glecs
96211,2025-08-12,Mirage,7,decider,BIG,The Glecs,45,51,BIG
96403,2025-08-10,Nuke,7,decider,TNL,BIG,51,45,BIG
96396,2025-08-10,Mirage,7,decider,BIG,EYEBALLERS,45,51,BIG
94216,2025-08-08,Dust2,3,Partizan,BIG,Partizan,45,51,Partizan
94216,2025-08-08,Nuke,4,BIG,BIG,Partizan,45,51,Partizan
92582,2025-07-16,Dust2,3,BIG,Complexity,BIG,51,45,BIG
92582,2025-07-16,Train,4,Complexity,Complexity,BIG,51,45,Complexity
92582,2025-07-16,Nuke,7,decider,Complexity,BIG,51,45,Complexity
89823,2025-06-28,Mirage,3,Bärendienst,BIG,Bärendienst,45,51,BIG
89823,2025-06-28,Nuke,4,BIG,BIG,Bärendienst,45,51,BIG
90553,2025-06-21,Ancient,3,GUN5,GUN5,BIG,88,45,BIG
90553,2025-06-21,Inferno,4,BIG,GUN5,BIG,88,45,BIG
90549,2025-06-20,Mirage,3,BIG,BIG,Zero Tenacity,45,59,BIG
90549,2025-06-20,Nuke,4,Zero Tenacity,BIG,Zero Tenacity,45,59,Zero Tenacity
90549,2025-06-20,Dust2,7,decider,BIG,Zero Tenacity,45,59,BIG
89231,2025-05-30,Inferno,3,BIG,BIG,Astrum,45,51,BIG
89231,2025-05-30,Train,4,Astrum,BIG,Astrum,45,51,Astrum
89231,2025-05-30,Mirage,7,decider,BIG,Astrum,45,51,BIG
89508,2025-05-27,Nuke,3,BIG,BIG,CYBERSHOKE,45,51,BIG
89508,2025-05-27,Mirage,4,CYBERSHOKE,BIG,CYBERSHOKE,45,51,CYBERSHOKE
89508,2025-05-27,Ancient,7,decider,BIG,CYBERSHOKE,45,51,CYBERSHOKE
89820,2025-05-24,Mirage,3,ex-Permitta,BIG,ex-Permitta,45,51,BIG
89820,2025-05-24,Nuke,4,BIG,BIG,ex-Permitta,45,51,BIG
89816,2025-05-23,Ancient,3,XPERION NXT,BIG,XPERION NXT,45,51,BIG
89816,2025-05-23,Mirage,4,BIG,BIG,XPERION NXT,45,51,BIG
88029,2025-04-30,Ancient,3,Eruption,BIG,Eruption,45,51,BIG
88029,2025-04-30,Dust2,4,BIG,BIG,Eruption,45,51,Eruption
88029,2025-04-30,Mirage,7,decider,BIG,Eruption,45,51,BIG
98865,2025-09-10,Nuke,3,Players,Fluxo,Players,46,51,Fluxo
98865,2025-09-10,Train,4,Fluxo,Fluxo,Players,46,51,Fluxo
98806,2025-09-06,Overpass,3,Wildcard,Fluxo,Wildcard,46,61,Fluxo
98806,2025-09-06,Ancient,4,Fluxo,Fluxo,Wildcard,46,61,Wildcard
98806,2025-09-06,Inferno,7,decider,Fluxo,Wildcard,46,61,Wildcard
97038,2025-08-28,Ancient,3,BESTIA,BESTIA,Fluxo,53,46,Fluxo
97038,2025-08-28,Inferno,4,Fluxo,BESTIA,Fluxo,53,46,BESTIA
97038,2025-08-28,Mirage,7,decider,BESTIA,Fluxo,53,46,BESTIA
96968,2025-08-20,Ancient,3,Fluxo,Sharks,Fluxo,63,46,Fluxo
96968,2025-08-20,Nuke,4,Sharks,Sharks,Fluxo,63,46,Fluxo
96301,2025-08-19,Nuke,3,9z,Fluxo,9z,46,50,Fluxo
96301,2025-08-19,Ancient,4,Fluxo,Fluxo,9z,46,50,Fluxo
96299,2025-08-19,Ancient,3,Fluxo,Flamengo,Fluxo,51,46,Flamengo
96299,2025-08-19,Overpass,4,Flamengo,Flamengo,Fluxo,51,46,Fluxo
96299,2025-08-19,Inferno,7,decider,Flamengo,Fluxo,51,46,Fluxo
96296,2025-08-18,Ancient,3,Fluxo,BESTIA,Fluxo,53,46,BESTIA
96296,2025-08-18,Inferno,4,BESTIA,BESTIA,Fluxo,53,46,Fluxo
96296,2025-08-18,Mirage,7,decider,BESTIA,Fluxo,53,46,Fluxo
96289,2025-08-16,Nuke,3,R2,Fluxo,R2,46,51,Fluxo
96289,2025-08-16,Ancient,4,Fluxo,Fluxo,R2,46,51,Fluxo
96283,2025-08-12,Nuke,3,Dusty Roots,Fluxo,Dusty Roots,46,51,Dusty Roots
96283,2025-08-12,Mirage,4,Fluxo,Fluxo,Dusty Roots,46,51,Dusty Roots
94574,2025-08-02,Nuke,3,ShindeN,Fluxo,ShindeN,46,51,ShindeN
94574,2025-08-02,Ancient,4,Fluxo,Fluxo,ShindeN,46,51,Fluxo
94574,2025-08-02,Mirage,7,decider,Fluxo,ShindeN,46,51,ShindeN
93723,2025-07-20,Ancient,3,Fluxo,BLUEJAYS,Fluxo,51,46,Fluxo
93723,2025-07-20,Mirage,4,BLUEJAYS,BLUEJAYS,Fluxo,51,46,Fluxo
92503,2025-07-13,Inferno,3,Fluxo,ODDIK,Fluxo,51,46,Fluxo
92503,2025-07-13,Train,4,ODDIK,ODDIK,Fluxo,51,46,ODDIK
92503,2025-07-13,Dust2,7,decider,ODDIK,Fluxo,51,46,ODDIK
92501,2025-07-12,Nuke,3,BESTIA,Fluxo,BESTIA,46,53,Fluxo
92501,2025-07-12,Ancient,4,Fluxo,Fluxo,BESTIA,46,53,Fluxo
88552,2025-06-04,Ancient,3,Chinggis Warriors,Chinggis Warriors,Fluxo,51,46,Fluxo
88552,2025-06-04,Mirage,4,Fluxo,Chinggis Warriors,Fluxo,51,46,Chinggis Warriors
88552,2025-06-04,Nuke,7,decider,Chinggis Warriors,Fluxo,51,46,Chinggis Warriors
88540,2025-06-03,Inferno,7,decider,Complexity,Fluxo,51,46,Complexity
89910,2025-06-03,Ancient,7,decider,FlyQuest,Fluxo,51,46,FlyQuest
87806,2025-05-11,Mirage,3,Solid,Fluxo,Solid,46,51,Fluxo
87806,2025-05-11,Ancient,4,Fluxo,Fluxo,Solid,46,51,Fluxo
87803,2025-05-09,Nuke,3,Fluxo,Solid,Fluxo,51,46,Fluxo
87803,2025-05-09,Dust2,4,Solid,Solid,Fluxo,51,46,Fluxo
86938,2025-04-15,Dust2,3,BESTIA,Fluxo,BESTIA,46,53,Fluxo
86938,2025-04-15,Ancient,4,Fluxo,Fluxo,BESTIA,46,53,Fluxo
97041,2025-08-31,Nuke,3,9z,9z,BESTIA,50,53,BESTIA
97041,2025-08-31,Ancient,4,BESTIA,9z,BESTIA,50,53,9z
97041,2025-08-31,Dust2,7,decider,9z,BESTIA,50,53,BESTIA
97039,2025-08-29,Train,3,RED Canids,RED Canids,9z,75,50,9z
97039,2025-08-29,Nuke,4,9z,RED Canids,9z,75,50,9z
96971,2025-08-26,Nuke,3,9z,BESTIA,9z,53,50,9z
96971,2025-08-26,Ancient,4,BESTIA,BESTIA,9z,53,50,BESTIA
96971,2025-08-26,Dust2,7,decider,BESTIA,9z,53,50,9z
96300,2025-08-19,Inferno,3,9z,Sharks,9z,63,50,Sharks
96300,2025-08-19,Ancient,4,Sharks,Sharks,9z,63,50,9z
96300,2025-08-19,Nuke,7,decider,Sharks,9z,63,50,9z
96298,2025-08-18,Inferno,3,9z,9z,ODDIK,50,51,9z
96298,2025-08-18,Train,4,ODDIK,9z,ODDIK,50,51,9z
96551,2025-08-15,Inferno,3,ex-W7M,9z,ex-W7M,50,51,9z
96551,2025-08-15,Nuke,4,9z,9z,ex-W7M,50,51,9z
94587,2025-08-05,Dust2,3,9z,BESTIA,9z,53,50,BESTIA
94587,2025-08-05,Ancient,4,BESTIA,BESTIA,9z,53,50,BESTIA
94586,2025-08-05,Nuke,3,ShindeN,ShindeN,9z,51,50,9z
94586,2025-08-05,Dust2,4,9z,ShindeN,9z,51,50,9z
94584,2025-08-04,Dust2,3,9z,ODDIK,9z,51,50,9z
94584,2025-08-04,Ancient,4,ODDIK,ODDIK,9z,51,50,9z
94580,2025-08-03,Nuke,3,9z,9z,Bounty Hunters,50,51,9z
94580,2025-08-03,Ancient,4,Bounty Hunters,9z,Bounty Hunters,50,51,9z
92504,2025-07-13,Ancient,3,ODDIK,9z,ODDIK,50,51,9z
92504,2025-07-13,Nuke,4,9z,9z,ODDIK,50,51,9z
92502,2025-07-13,Mirage,3,RED Canids,RED Canids,9z,75,50,RED Canids
92502,2025-07-13,Ancient,4,9z,RED Canids,9z,75,50,9z
92502,2025-07-13,Train,7,decider,RED Canids,9z,75,50,9z
92494,2025-07-10,Ancient,3,Bounty Hunters,9z,Bounty Hunters,50,51,9z
92494,2025-07-10,Dust2,4,9z,9z,Bounty Hunters,50,51,Bounty Hunters
91830,2025-07-01,Dust2,3,9z,BESTIA,9z,53,50,9z
91830,2025-07-01,Mirage,4,BESTIA,BESTIA,9z,53,50,BESTIA
91830,2025-07-01,Nuke,7,decider,BESTIA,9z,53,50,BESTIA
91825,2025-06-27,Mirage,3,Flamengo,9z,Flamengo,50,51,9z
91825,2025-06-27,Nuke,4,9z,9z,Flamengo,50,51,9z
91219,2025-06-25,Ancient,3,9z,9z,KRÜ,50,51,KRÜ
91219,2025-06-25,Train,4,KRÜ,9z,KRÜ,50,51,9z
91219,2025-06-25,Dust2,7,decider,9z,KRÜ,50,51,KRÜ
91213,2025-06-23,Dust2,3,9z,9z,Dusty Roots,50,51,9z
91213,2025-06-23,Inferno,4,Dusty Roots,9z,Dusty Roots,50,51,Dusty Roots
91213,2025-06-23,Nuke,7,decider,9z,Dusty Roots,50,51,9z
86022,2025-04-06,Nuke,3,KRÜ,9z,KRÜ,50,51,KRÜ
86022,2025-04-06,Dust2,4,9z,9z,KRÜ,50,51,9z
86020,2025-04-04,Inferno,3,Dusty Roots,Dusty Roots,9z,51,50,Dusty Roots
86020,2025-04-04,Dust2,4,9z,Dusty Roots,9z,51,50,9z
86020,2025-04-04,Nuke,7,decider,Dusty Roots,9z,51,50,Dusty Roots
98844,2025-09-10,Inferno,3,AaB,AaB,Sashi,51,52,Sashi
98844,2025-09-10,Nuke,4,Sashi,AaB,Sashi,51,52,Sashi
96393,2025-08-10,Nuke,7,decider,Inner Circle,Sashi,51,52,Sashi
94206,2025-08-05,Mirage,3,Betclic,Betclic,Sashi,51,52,Betclic
94206,2025-08-05,Nuke,4,Sashi,Betclic,Sashi,51,52,Sashi
94206,2025-08-05,Overpass,7,decider,Betclic,Sashi,51,52,Sashi
94196,2025-08-02,Mirage,3,Nexus,Nexus,Sashi,51,52,Sashi
94196,2025-08-02,Inferno,4,Sashi,Nexus,Sashi,51,52,Sashi
94185,2025-07-31,Inferno,3,Sashi,Sashi,ARCRED,52,51,Sashi
94185,2025-07-31,Ancient,4,ARCRED,Sashi,ARCRED,52,51,Sashi
94180,2025-07-29,Ancient,3,9INE,9INE,Sashi,51,52,Sashi
94180,2025-07-29,Nuke,4,Sashi,9INE,Sashi,51,52,9INE
94180,2025-07-29,Inferno,7,decider,9INE,Sashi,51,52,9INE
93254,2025-07-15,Nuke,3,Sashi,Sashi,TNL,52,51,Sashi
93254,2025-07-15,Mirage,4,TNL,Sashi,TNL,52,51,Sashi
93254,2025-07-15,Ancient,7,decider,Sashi,TNL,52,51,TNL
90387,2025-06-16,Nuke,3,Sashi,CYBERSHOKE,Sashi,51,52,CYBERSHOKE
90387,2025-06-16,Mirage,4,CYBERSHOKE,CYBERSHOKE,Sashi,51,52,CYBERSHOKE
90377,2025-06-12,Anubis,3,Nexus,Sashi,Nexus,52,51,Sashi
90377,2025-06-12,Inferno,4,Sashi,Sashi,Nexus,52,51,Sashi
90373,2025-06-10,Ancient,3,Sashi,Iberian Soul,Sashi,51,52,Iberian Soul
90373,2025-06-10,Inferno,4,Iberian Soul,Iberian Soul,Sashi,51,52,Iberian Soul
90360,2025-06-06,Dust2,3,SINNERS,Sashi,SINNERS,52,74,SINNERS
